Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Kawangware,Dry Maize,White Maize,-,-,35.56/Kg, - ,,Nairobi,2024-07-25
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-25
Makutano Kirinyaga,Dry Maize,Mixed-Traditional ,-,-,33.33/Kg,40.00/Kg,5200,Kirinyaga,2024-07-24
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-24
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-07-24
Kawangware,Dry Maize,White Maize,-,-,35.56/Kg, - ,,Nairobi,2024-07-24
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-24
Kangemi Market,Dry Maize,Yellow Maize,-,-,53.33/Kg, - ,,Nairobi,2024-07-24
Kangemi Market,Dry Maize,White Maize,-,-,37.78/Kg,45.00/Kg,,Nairobi,2024-07-24
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-23
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-07-23
Gikomba,Dry Maize,Yellow Maize,-,-, - ,90.00/Kg,,Nairobi,2024-07-23
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-07-23
Eldoret Main,Dry Maize,Yellow Maize,-,-,40.00/Kg,50.00/Kg,3500,Uasin-Gishu,2024-07-22
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-07-22
Nyamakima,Dry Maize,White Maize,-,-,42.22/Kg,60.00/Kg,,Nairobi,2024-07-22
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-07-22
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-22
Gikomba,Dry Maize,White Maize,-,-, - ,60.00/Kg,,Nairobi,2024-07-22
Kangemi Market,Dry Maize,White Maize,-,-,35.56/Kg,40.00/Kg,,Nairobi,2024-07-22
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-07-19
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-07-19
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-19
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-07-19
Nyamakima,Dry Maize,White Maize,-,-,42.22/Kg,60.00/Kg,,Nairobi,2024-07-19
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-19
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,2500,Uasin-Gishu,2024-07-19
Kagio,Dry Maize,Mixed-Traditional ,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-07-18
Gikomba,Dry Maize,Yellow Maize,-,-, - ,90.00/Kg,,Nairobi,2024-07-18
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-07-18
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-18
Nyamakima,Dry Maize,White Maize,-,-,42.22/Kg,60.00/Kg,,Nairobi,2024-07-17
Gikomba,Dry Maize,Yellow Maize,-,-, - ,90.00/Kg,,Nairobi,2024-07-17
Gikomba,Dry Maize,White Maize,-,-, - ,55.00/Kg,,Nairobi,2024-07-17
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-17
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-17
Kangemi Market,Dry Maize,White Maize,-,-,36.67/Kg,42.00/Kg,,Nairobi,2024-07-17
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,7800,Kirinyaga,2024-07-17
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-16
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,4500,Kirinyaga,2024-07-16
Gikomba,Dry Maize,White Maize,-,-,42.22/Kg,110.00/Kg,,Nairobi,2024-07-16
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-16
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-15
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-15
Gikomba,Dry Maize,White Maize,-,-,42.22/Kg,55.00/Kg,,Nairobi,2024-07-15
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,2700,Kirinyaga,2024-07-15
Kagio,Dry Maize,White Maize,-,-,50.00/Kg,65.00/Kg,,Kirinyaga,2024-07-15
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-15
Kangemi Market,Dry Maize,White Maize,-,-,36.67/Kg,42.00/Kg,,Nairobi,2024-07-15
Ngurubani Market,Dry Maize,White Maize,-,-,32.78/Kg,40.00/Kg,6800,Kirinyaga,2024-07-12
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-12
Nyamakima,Dry Maize,White Maize,-,-,40.00/Kg,70.00/Kg,,Nairobi,2024-07-12
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-12
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5600,Kirinyaga,2024-07-12
Gikomba,Dry Maize,Yellow Maize,-,-, - ,100.00/Kg,,Nairobi,2024-07-11
Gikomba,Dry Maize,White Maize,-,-,43.00/Kg,55.00/Kg,,Nairobi,2024-07-11
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,35.00/Kg,2700,Kirinyaga,2024-07-11
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-07-10
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-07-10
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-07-10
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-10
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-07-10
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-07-10
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-09
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-09
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-07-09
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-09
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,60.00/Kg,,Nairobi,2024-07-09
Kangemi Market,Dry Maize,White Maize,-,-,36.67/Kg,42.00/Kg,,Nairobi,2024-07-09
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,2500,Uasin-Gishu,2024-07-09
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5800,Kirinyaga,2024-07-08
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-07-08
Kangemi Market,Dry Maize,White Maize,-,-,37.78/Kg,40.00/Kg,,Nairobi,2024-07-08
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-07-08
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-07-08
Kutus,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,0,Kirinyaga,2024-07-08
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-05
Kimumu - Bahati,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,7000,Uasin-Gishu,2024-07-05
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-07-05
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-05
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-07-05
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,4500,Kirinyaga,2024-07-05
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-04
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-07-04
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-07-03
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-03
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,65.00/Kg,,Nairobi,2024-07-03
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-07-03
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5200,Kirinyaga,2024-07-03
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-07-03
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-07-02
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-07-02
Kimumu - Bahati,Dry Maize,White Maize,-,-,42.22/Kg,50.00/Kg,8000,Uasin-Gishu,2024-07-02
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-07-01
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-07-01
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-07-01
Gikomba,Dry Maize,Yellow Maize,-,-,61.11/Kg,90.00/Kg,,Nairobi,2024-07-01
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-07-01
Kangemi Market,Dry Maize,White Maize,-,-,37.78/Kg, - ,,Nairobi,2024-06-28
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,7500,Kirinyaga,2024-06-28
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-28
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-28
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-28
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-06-28
Kerugoya,Dry Maize,White Maize,-,-,50.00/Kg,70.00/Kg,4500,Kirinyaga,2024-06-27
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,3600,Kirinyaga,2024-06-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-27
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-26
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-26
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-06-26
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,7500,Kirinyaga,2024-06-26
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-25
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-25
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-06-25
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,70.00/Kg,4800,Kirinyaga,2024-06-24
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,3600,Kirinyaga,2024-06-24
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-24
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-24
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-24
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-24
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,4500,Kirinyaga,2024-06-22
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8200,Kirinyaga,2024-06-21
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-06-21
Eldoret Main,Dry Maize,White Maize,-,-,30.00/Kg,40.00/Kg,3500,Uasin-Gishu,2024-06-21
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-21
Kimumu - Bahati,Dry Maize,White Maize,-,-,38.89/Kg,75.00/Kg,18000,Uasin-Gishu,2024-06-21
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-21
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-21
Kimumu - Bahati,Dry Maize,White Maize,-,-,45.00/Kg,50.00/Kg,12000,Uasin-Gishu,2024-06-20
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-20
Kangemi Market,Dry Maize,White Maize,-,-,36.67/Kg, - ,,Nairobi,2024-06-20
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-20
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-20
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-20
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9000,Kirinyaga,2024-06-20
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-06-19
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-19
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-19
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-19
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-19
Kangemi Market,Dry Maize,White Maize,-,-,31.11/Kg, - ,,Nairobi,2024-06-18
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-18
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-18
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-18
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,7500,Kirinyaga,2024-06-18
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,0,Kirinyaga,2024-06-17
Kimumu - Bahati,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,5000,Uasin-Gishu,2024-06-17
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-17
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-06-15
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8000,Kirinyaga,2024-06-15
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-15
Kimumu - Bahati,Dry Maize,White Maize,-,-,44.44/Kg,60.00/Kg,12000,Uasin-Gishu,2024-06-14
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-14
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-14
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,68.00/Kg,,Nairobi,2024-06-13
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,900,Kirinyaga,2024-06-13
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-13
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-13
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-13
Kimumu - Bahati,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,12000,Uasin-Gishu,2024-06-13
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-06-13
Nairobi Wakulima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-12
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-12
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-12
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-12
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,45.00/Kg,5000,Uasin-Gishu,2024-06-12
Kerugoya,Dry Maize,White Maize,-,-,40.00/Kg,65.00/Kg,5000,Kirinyaga,2024-06-11
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,3000,Uasin-Gishu,2024-06-11
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2024-06-11
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-11
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-11
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-11
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5000,Kirinyaga,2024-06-11
Kimumu - Bahati,Dry Maize,Mixed-Traditional ,-,-,38.89/Kg,50.00/Kg,5000,Uasin-Gishu,2024-06-10
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,1500,Uasin-Gishu,2024-06-10
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-10
Nyamakima,Dry Maize,White Maize,-,-,39.00/Kg,70.00/Kg,,Nairobi,2024-06-10
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-10
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-09
Kimumu - Bahati,Dry Maize,White Maize,-,-,38.89/Kg,50.00/Kg,12000,Uasin-Gishu,2024-06-08
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-08
Kimumu - Bahati,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,7000,Uasin-Gishu,2024-06-07
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-07
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-07
Nyamakima,Dry Maize,White Maize,-,-,39.00/Kg,70.00/Kg,,Nairobi,2024-06-07
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-06-07
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,4500,Kirinyaga,2024-06-07
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-07
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-06-07
Gikomba,Dry Maize,Yellow Maize,-,-,60.00/Kg,90.00/Kg,,Nairobi,2024-06-06
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-06-06
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-06
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-06
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,6300,Uasin-Gishu,2024-06-06
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,9000,Kirinyaga,2024-06-06
Nyamakima,Dry Maize,White Maize,-,-,39.00/Kg,70.00/Kg,,Nairobi,2024-06-05
Gikomba,Dry Maize,Yellow Maize,-,-,68.89/Kg,100.00/Kg,,Nairobi,2024-06-05
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,65.00/Kg,,Nairobi,2024-06-05
Kimumu - Bahati,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,3000,Uasin-Gishu,2024-06-05
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-05
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,8500,Kirinyaga,2024-06-05
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,65.00/Kg,4500,Kirinyaga,2024-06-04
Gikomba,Dry Maize,Yellow Maize,-,-,68.89/Kg,83.33/Kg,,Nairobi,2024-06-04
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,54.17/Kg,,Nairobi,2024-06-04
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,54.17/Kg,,Nairobi,2024-06-04
Kimumu - Bahati,Dry Maize,White Maize,-,-,50.00/Kg,60.00/Kg,2000,Uasin-Gishu,2024-06-04
Nyamakima,Dry Maize,White Maize,-,-,39.00/Kg,70.00/Kg,,Nairobi,2024-06-04
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-04
Kangemi Market,Dry Maize,White Maize,-,-,35.56/Kg,43.00/Kg,,Nairobi,2024-06-04
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-06-03
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,45.00/Kg,1800,Kirinyaga,2024-06-03
Kangemi Market,Dry Maize,White Maize,-,-,36.11/Kg, - ,,Nairobi,2024-06-03
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-03
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,60.00/Kg,,Nairobi,2024-06-03
Eldoret Main,Dry Maize,White Maize,-,-,42.50/Kg,50.00/Kg,6300,Uasin-Gishu,2024-06-03
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-02
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-06-01
Nyamakima,Dry Maize,Mixed-Traditional ,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-05-31
Gikomba,Dry Maize,Yellow Maize,-,-,66.67/Kg,100.00/Kg,,Nairobi,2024-05-31
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-31
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-31
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5000,Kirinyaga,2024-05-31
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,6300,Uasin-Gishu,2024-05-31
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5000,Kirinyaga,2024-05-31
Kagio,Dry Maize,White Maize,-,-,44.44/Kg,65.00/Kg,,Kirinyaga,2024-05-30
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-05-30
Gikomba,Dry Maize,Yellow Maize,-,-,66.67/Kg,100.00/Kg,,Nairobi,2024-05-30
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-05-30
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-30
Kangemi Market,Dry Maize,White Maize,-,-,37.78/Kg, - ,,Nairobi,2024-05-30
Kangemi Market,Dry Maize,White Maize,-,-,37.78/Kg, - ,,Nairobi,2024-05-30
Eldoret Main,Dry Maize,White Maize,-,-,40.00/Kg,42.50/Kg,6300,Uasin-Gishu,2024-05-30
Gikomba,Dry Maize,Yellow Maize,-,-,66.67/Kg,100.00/Kg,,Nairobi,2024-05-29
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-05-29
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-05-29
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-29
Makutano Kirinyaga,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,6500,Kirinyaga,2024-05-29
Kerugoya,Dry Maize,White Maize,-,-,45.00/Kg,60.00/Kg,4500,Kirinyaga,2024-05-28
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-05-28
Gikomba,Dry Maize,White Maize,-,-,30.00/Kg,60.00/Kg,,Nairobi,2024-05-28
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-28
Kangemi Market,Dry Maize,White Maize,-,-, - ,45.00/Kg,,Nairobi,2024-05-28
Kangemi Market,Dry Maize,White Maize,-,-,36.11/Kg, - ,,Nairobi,2024-05-28
Ngurubani Market,Dry Maize,White Maize,-,-,33.33/Kg,40.00/Kg,5600,Kirinyaga,2024-05-28
Nyamakima,Dry Maize,White Maize,-,-,37.00/Kg,70.00/Kg,,Nairobi,2024-05-27
Nyamakima,Dry Maize,White Maize,-,-,36.67/Kg,70.00/Kg,,Nairobi,2024-05-27
Eldoret Main,Dry Maize,White Maize,-,-,50.00/Kg,55.00/Kg,2700,Uasin-Gishu,2024-05-27
Kutus,Dry Maize,White Maize,-,-,35.00/Kg,40.00/Kg,1650,Kirinyaga,2024-05-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-27
Kangemi Market,Dry Maize,White Maize,-,-,68.00/Kg, - ,,Nairobi,2024-05-27
Gikomba,Dry Maize,Yellow Maize,-,-,66.67/Kg,100.00/Kg,,Nairobi,2024-05-27
Gikomba,Dry Maize,White Maize,-,-,31.11/Kg,60.00/Kg,,Nairobi,2024-05-27
Kawangware,Dry Maize,White Maize,-,-,40.00/Kg,50.00/Kg,,Nairobi,2024-05-25
Gikomba,Dry Maize,Yellow Maize,-,-,66.67/Kg,100.00/Kg,,Nairobi,2024-05-24
